id,username,email,role,phone_number,gender,is_active,date_of_birth,first_name,last_name,avatar_url,height,weight,foot_length,position,employment_type
6b34989f-54a3-480b-be3e-f6bd7144ca14,customer_6b3498,customer_6b3498@example.com,CUSTOMER,0040705555,female,True,1991-08-26,Thảo,Phạm,https://images.example.com/chan-dung-mac-dinh.jpg,165.9,51.7,23.2,Không Áp Dụng,Không Áp Dụng
46bdd1fd-4578-4166-8a2d-bdb1d6587049,customer_46bdd1,customer_46bdd1@example.com,CUSTOMER,0610170267,female,True,2005-09-16,Ngọc,Phan,https://images.example.com/chan-dung-mac-dinh.jpg,174.0,57.9,27.6,Không Áp Dụng,Không Áp Dụng
a1a348cb-184c-4169-8c3f-e94daec08ab4,customer_a1a348,customer_a1a348@example.com,CUSTOMER,0532044038,other,True,2005-06-01,Nam,Lê,https://images.example.com/chan-dung-mac-dinh.jpg,165.3,67.2,26.7,Không Áp Dụng,Không Áp Dụng
c7bacb06-94f0-458a-91e7-02f1f6667c78,customer_c7bacb,customer_c7bacb@example.com,CUSTOMER,0267396871,male,True,2004-11-04,Khánh,Phan,https://images.example.com/chan-dung-mac-dinh.jpg,184.2,48.2,23.5,Không Áp Dụng,Không Áp Dụng
bcca7402-638c-4112-9cc4-006bd4bd1336,customer_bcca74,customer_bcca74@example.com,CUSTOMER,0289238358,female,True,2005-12-04,Ngọc,Huỳnh,https://images.example.com/chan-dung-mac-dinh.jpg,187.5,93.8,26.4,Không Áp Dụng,Không Áp Dụng
96280e66-b523-4c50-bdc3-e383fc80d142,customer_96280e,customer_96280e@example.com,CUSTOMER,0700856324,other,True,1999-07-09,Thành,Phan,https://images.example.com/chan-dung-mac-dinh.jpg,153.4,94.1,23.8,Không Áp Dụng,Không Áp Dụng
b3ba8e87-4004-46dd-a888-c1da2717c820,customer_b3ba8e,customer_b3ba8e@example.com,CUSTOMER,0601429052,other,True,1994-02-15,Tuấn,Phạm,https://images.example.com/chan-dung-mac-dinh.jpg,175.4,46.2,27.7,Không Áp Dụng,Không Áp Dụng
8765bee4-e775-4975-9ef0-216ec7523177,customer_8765be,customer_8765be@example.com,CUSTOMER,0582527821,other,True,1988-12-21,Dũng,Nguyễn,https://images.example.com/chan-dung-mac-dinh.jpg,165.8,57.8,26.1,Không Áp Dụng,Không Áp Dụng
3be35389-5de5-4064-af89-f65320085914,customer_3be353,customer_3be353@example.com,CUSTOMER,0036301439,other,True,1986-06-22,Hạnh,Trần,https://images.example.com/chan-dung-mac-dinh.jpg,155.1,76.0,26.0,Không Áp Dụng,Không Áp Dụng
e8447630-26a8-4282-8989-3bf1c19e146a,customer_e84476,customer_e84476@example.com,CUSTOMER,0971393183,other,True,2003-06-03,Lâm,Vũ,https://images.example.com/chan-dung-mac-dinh.jpg,162.6,92.1,28.4,Không Áp Dụng,Không Áp Dụng
7d7980a2-2047-4f8a-a6d5-fbe08b22a8d0,customer_7d7980,customer_7d7980@example.com,CUSTOMER,0566661450,other,True,1990-11-26,Minh,Nguyễn,https://images.example.com/chan-dung-mac-dinh.jpg,162.7,40.1,26.7,Không Áp Dụng,Không Áp Dụng
0a47ce30-8350-4aea-9d56-a4430a315c56,customer_0a47ce,customer_0a47ce@example.com,CUSTOMER,0208896728,other,True,2000-10-30,Dũng,Võ,https://images.example.com/chan-dung-mac-dinh.jpg,186.5,68.3,21.9,Không Áp Dụng,Không Áp Dụng
db4b17aa-ab6d-4986-8ac3-896114832aed,customer_db4b17,customer_db4b17@example.com,CUSTOMER,0472299723,male,True,1991-05-30,Dũng,Huỳnh,https://images.example.com/chan-dung-mac-dinh.jpg,167.5,78.4,24.8,Không Áp Dụng,Không Áp Dụng
6c43bfb2-226c-4650-8ad1-f71b7b7d9e0e,customer_6c43bf,customer_6c43bf@example.com,CUSTOMER,0633723038,female,True,1995-01-11,Ân,Võ,https://images.example.com/chan-dung-mac-dinh.jpg,151.5,59.7,28.4,Không Áp Dụng,Không Áp Dụng
97704334-e911-46f2-bcde-8c9c0c5ad8f5,customer_977043,customer_977043@example.com,CUSTOMER,0322400386,male,True,1998-04-16,Lâm,Vũ,https://images.example.com/chan-dung-mac-dinh.jpg,165.6,49.9,23.0,Không Áp Dụng,Không Áp Dụng
72fd47c5-04b8-4fae-bd1a-69b48100c11f,customer_72fd47,customer_72fd47@example.com,CUSTOMER,0587426758,female,True,2005-10-03,Khánh,Trần,https://images.example.com/chan-dung-mac-dinh.jpg,165.8,85.7,23.3,Không Áp Dụng,Không Áp Dụng
2bf3dba1-58cc-4617-b68d-3279275a4529,customer_2bf3db,customer_2bf3db@example.com,CUSTOMER,0782291216,male,True,2001-02-21,Bình,Phan,https://images.example.com/chan-dung-mac-dinh.jpg,180.6,50.1,27.5,Không Áp Dụng,Không Áp Dụng
028a166d-f9de-4fe1-afc8-8920927108ca,customer_028a16,customer_028a16@example.com,CUSTOMER,0521620414,male,True,1995-07-25,Minh,Nguyễn,https://images.example.com/chan-dung-mac-dinh.jpg,190.0,55.2,26.2,Không Áp Dụng,Không Áp Dụng
47d35b67-bfd4-40aa-b5b9-923a4ed46d90,customer_47d35b,customer_47d35b@example.com,CUSTOMER,0355542051,male,True,1992-12-17,Nam,Phạm,https://images.example.com/chan-dung-mac-dinh.jpg,161.7,76.1,24.2,Không Áp Dụng,Không Áp Dụng
20c25fda-fc87-4a8a-9866-d3a632902a7e,customer_20c25f,customer_20c25f@example.com,CUSTOMER,0203502479,male,True,2000-08-16,Phương,Lê,https://images.example.com/chan-dung-mac-dinh.jpg,167.2,42.0,23.4,Không Áp Dụng,Không Áp Dụng
fbb3442d-326b-47f7-8733-b74e2d5c2a75,customer_fbb344,customer_fbb344@example.com,CUSTOMER,0941312934,male,True,1999-08-02,Thảo,Trần,https://images.example.com/chan-dung-mac-dinh.jpg,161.9,84.9,26.9,Không Áp Dụng,Không Áp Dụng
7fd4e157-d13b-4783-b3cc-2f836965feae,customer_7fd4e1,customer_7fd4e1@example.com,CUSTOMER,0547346989,other,True,1997-08-30,Quang,Huỳnh,https://images.example.com/chan-dung-mac-dinh.jpg,153.9,53.3,25.2,Không Áp Dụng,Không Áp Dụng
e3b32efa-fb6b-4fcf-9d80-33fc17e17fa4,customer_e3b32e,customer_e3b32e@example.com,CUSTOMER,0287835422,female,True,1989-02-10,Nam,Võ,https://images.example.com/chan-dung-mac-dinh.jpg,157.8,76.4,23.3,Không Áp Dụng,Không Áp Dụng
ec2fd58d-881f-43c9-a90d-f934e95f32dc,customer_ec2fd5,customer_ec2fd5@example.com,CUSTOMER,0717626616,male,True,2002-06-24,Khánh,Vũ,https://images.example.com/chan-dung-mac-dinh.jpg,184.8,76.4,28.4,Không Áp Dụng,Không Áp Dụng
1ce48616-eac7-4ab2-83dd-a15ea34919c2,customer_1ce486,customer_1ce486@example.com,CUSTOMER,0157879859,other,True,2001-11-28,Ân,Lê,https://images.example.com/chan-dung-mac-dinh.jpg,152.7,85.6,24.7,Không Áp Dụng,Không Áp Dụng
56a59b19-2afe-424c-9e83-c3536164588d,customer_56a59b,customer_56a59b@example.com,CUSTOMER,0001572598,male,True,2007-04-18,Lâm,Võ,https://images.example.com/chan-dung-mac-dinh.jpg,168.9,53.3,26.9,Không Áp Dụng,Không Áp Dụng
f9af260e-d4ed-4d84-8a96-d0a01798333d,customer_f9af26,customer_f9af26@example.com,CUSTOMER,0871821267,other,True,1997-12-09,Vy,Hoàng,https://images.example.com/chan-dung-mac-dinh.jpg,147.5,73.3,23.2,Không Áp Dụng,Không Áp Dụng
a850cf0d-1a7d-445c-ad2d-272b0d291b4d,customer_a850cf,customer_a850cf@example.com,CUSTOMER,0973238925,other,True,2001-06-14,Phương,Phạm,https://images.example.com/chan-dung-mac-dinh.jpg,154.6,70.2,21.9,Không Áp Dụng,Không Áp Dụng
e97f3fbf-4ddb-4f67-b0fe-7b78826f2acc,customer_e97f3f,customer_e97f3f@example.com,CUSTOMER,0367250023,other,True,2006-12-06,Thảo,Trần,https://images.example.com/chan-dung-mac-dinh.jpg,182.4,48.4,22.7,Không Áp Dụng,Không Áp Dụng
30827f38-a657-4d58-a2cc-0781879fd354,customer_30827f,customer_30827f@example.com,CUSTOMER,0628122491,female,True,1999-08-29,Minh,Trần,https://images.example.com/chan-dung-mac-dinh.jpg,152.9,54.8,25.0,Không Áp Dụng,Không Áp Dụng
130e30ce-5c57-4dab-8f25-ff0085bd2f2d,customer_130e30,customer_130e30@example.com,CUSTOMER,0746173769,female,True,1994-12-14,Phương,Đặng,https://images.example.com/chan-dung-mac-dinh.jpg,174.7,72.1,26.0,Không Áp Dụng,Không Áp Dụng
ff98b7ea-aef0-4849-8042-f5a65d293b88,customer_ff98b7,customer_ff98b7@example.com,CUSTOMER,0526864866,other,True,2007-11-23,Linh,Đặng,https://images.example.com/chan-dung-mac-dinh.jpg,179.8,59.5,25.7,Không Áp Dụng,Không Áp Dụng
cf5cb501-cf03-4c3b-8fba-cb495c0f2c82,customer_cf5cb5,customer_cf5cb5@example.com,CUSTOMER,0607906063,other,True,1991-05-01,Thảo,Phạm,https://images.example.com/chan-dung-mac-dinh.jpg,179.3,77.2,26.8,Không Áp Dụng,Không Áp Dụng
5aee35d6-d301-48a7-9d4c-91cb8b091345,customer_5aee35,customer_5aee35@example.com,CUSTOMER,0099906777,female,True,2002-05-27,Lâm,Phan,https://images.example.com/chan-dung-mac-dinh.jpg,183.1,61.0,22.9,Không Áp Dụng,Không Áp Dụng
462813dd-9a5b-45f6-8e47-3363f8422298,customer_462813,customer_462813@example.com,CUSTOMER,0247879928,male,True,1999-11-20,Quang,Nguyễn,https://images.example.com/chan-dung-mac-dinh.jpg,166.3,71.3,22.9,Không Áp Dụng,Không Áp Dụng
adae5de7-9551-4dbf-a5b1-d1215425d00d,customer_adae5d,customer_adae5d@example.com,CUSTOMER,0459966175,other,True,2004-11-13,Ân,Phan,https://images.example.com/chan-dung-mac-dinh.jpg,190.0,60.3,23.9,Không Áp Dụng,Không Áp Dụng
9712a204-6718-4391-8eb9-ce14ba3fd76d,customer_9712a2,customer_9712a2@example.com,CUSTOMER,0031463596,male,True,1995-04-16,Tuấn,Huỳnh,https://images.example.com/chan-dung-mac-dinh.jpg,157.7,52.3,26.4,Không Áp Dụng,Không Áp Dụng
1194b8c7-ae44-4fdc-94e8-08aebb6d338c,customer_1194b8,customer_1194b8@example.com,CUSTOMER,0945263062,male,True,2002-10-21,Ngọc,Hoàng,https://images.example.com/chan-dung-mac-dinh.jpg,166.4,46.4,28.0,Không Áp Dụng,Không Áp Dụng
95bf25fd-29c1-4383-b251-082e500314cb,customer_95bf25,customer_95bf25@example.com,CUSTOMER,0191213854,male,True,1989-03-09,Thành,Phạm,https://images.example.com/chan-dung-mac-dinh.jpg,189.0,51.3,24.4,Không Áp Dụng,Không Áp Dụng
9cc8a9c8-6e14-456c-96eb-f0366433c2cc,customer_9cc8a9,customer_9cc8a9@example.com,CUSTOMER,0736589423,female,True,1992-02-06,Trang,Võ,https://images.example.com/chan-dung-mac-dinh.jpg,186.9,93.9,22.4,Không Áp Dụng,Không Áp Dụng
17ae8a73-a9e8-48eb-b1b3-aff547ed49c7,customer_17ae8a,customer_17ae8a@example.com,CUSTOMER,0558100734,other,True,2004-09-14,Thảo,Hoàng,https://images.example.com/chan-dung-mac-dinh.jpg,148.2,92.7,27.7,Không Áp Dụng,Không Áp Dụng
f727e1c9-14dc-4e32-a520-413f948a5a38,customer_f727e1,customer_f727e1@example.com,CUSTOMER,0359745039,female,True,2002-08-10,Trang,Đặng,https://images.example.com/chan-dung-mac-dinh.jpg,165.2,44.5,27.8,Không Áp Dụng,Không Áp Dụng
2144628d-5b9c-4382-84e2-787afda80ed2,customer_214462,customer_214462@example.com,CUSTOMER,0796102093,other,True,2004-08-09,Hạnh,Lê,https://images.example.com/chan-dung-mac-dinh.jpg,153.4,46.2,22.6,Không Áp Dụng,Không Áp Dụng
0dcd3291-1906-4f29-a949-02edd02a24e7,customer_0dcd32,customer_0dcd32@example.com,CUSTOMER,0024879910,female,True,2008-01-24,Nam,Huỳnh,https://images.example.com/chan-dung-mac-dinh.jpg,151.2,54.8,27.6,Không Áp Dụng,Không Áp Dụng
b45175cb-2f30-46b0-9ec0-52e5f5afac91,customer_b45175,customer_b45175@example.com,CUSTOMER,0262511879,male,True,1998-01-01,Minh,Đặng,https://images.example.com/chan-dung-mac-dinh.jpg,174.1,40.6,26.8,Không Áp Dụng,Không Áp Dụng
82a07bf9-bdc6-46a2-8b9f-ebe7cb67eed4,customer_82a07b,customer_82a07b@example.com,CUSTOMER,0688035455,male,True,1986-09-27,Tuấn,Vũ,https://images.example.com/chan-dung-mac-dinh.jpg,149.4,58.8,25.0,Không Áp Dụng,Không Áp Dụng
28a9e238-20e6-456a-9cf1-f470bfe27a68,customer_28a9e2,customer_28a9e2@example.com,CUSTOMER,0517620067,female,True,1993-09-22,Thành,Huỳnh,https://images.example.com/chan-dung-mac-dinh.jpg,171.3,62.4,26.4,Không Áp Dụng,Không Áp Dụng
f7311419-93a1-4331-b080-155f6b365c94,customer_f73114,customer_f73114@example.com,CUSTOMER,0503228418,other,True,2005-01-27,Ngọc,Vũ,https://images.example.com/chan-dung-mac-dinh.jpg,171.1,41.2,26.6,Không Áp Dụng,Không Áp Dụng
ac6bfce3-03d8-4a28-bee1-0a9c70fdc2db,customer_ac6bfc,customer_ac6bfc@example.com,CUSTOMER,0264465071,male,True,1995-03-04,Minh,Lê,https://images.example.com/chan-dung-mac-dinh.jpg,150.9,54.9,26.2,Không Áp Dụng,Không Áp Dụng
c0438a2a-7d09-4f9c-8c1f-134fac791bc3,customer_c0438a,customer_c0438a@example.com,CUSTOMER,0700459838,male,True,2003-12-09,Khánh,Võ,https://images.example.com/chan-dung-mac-dinh.jpg,189.5,59.9,27.5,Không Áp Dụng,Không Áp Dụng
d1e8dc74-f6a7-42a6-8fd7-273a78b58e8c,customer_d1e8dc,customer_d1e8dc@example.com,CUSTOMER,0286802820,male,True,1994-02-12,Dũng,Huỳnh,https://images.example.com/chan-dung-mac-dinh.jpg,153.2,40.1,24.9,Không Áp Dụng,Không Áp Dụng
ea3b5202-a9de-4713-9479-7220e3c515a1,customer_ea3b52,customer_ea3b52@example.com,CUSTOMER,0862402118,other,True,2003-11-19,Hạnh,Đặng,https://images.example.com/chan-dung-mac-dinh.jpg,182.3,40.4,23.9,Không Áp Dụng,Không Áp Dụng
e209dc8c-f8c7-4454-9093-3bd54fea27c2,customer_e209dc,customer_e209dc@example.com,CUSTOMER,0706144642,other,True,1994-06-03,Trang,Vũ,https://images.example.com/chan-dung-mac-dinh.jpg,180.8,72.3,24.5,Không Áp Dụng,Không Áp Dụng
f3a44768-5c1d-40b5-b846-f29bace744cf,customer_f3a447,customer_f3a447@example.com,CUSTOMER,0747913445,female,True,1992-08-02,Khánh,Đặng,https://images.example.com/chan-dung-mac-dinh.jpg,182.4,81.5,27.7,Không Áp Dụng,Không Áp Dụng
f3af9817-d9ac-4fc9-84cf-550b05afb763,customer_f3af98,customer_f3af98@example.com,CUSTOMER,0765584058,male,True,1990-01-23,Chi,Hoàng,https://images.example.com/chan-dung-mac-dinh.jpg,159.7,75.9,27.0,Không Áp Dụng,Không Áp Dụng
31cc0d02-2e3a-4ffb-92f1-0fa0e6035ade,customer_31cc0d,customer_31cc0d@example.com,CUSTOMER,0660635420,female,True,1999-04-15,Minh,Nguyễn,https://images.example.com/chan-dung-mac-dinh.jpg,161.3,52.2,26.0,Không Áp Dụng,Không Áp Dụng
aab6f470-d0c3-4e67-b526-f74658cdae78,customer_aab6f4,customer_aab6f4@example.com,CUSTOMER,0047203677,male,True,2001-09-12,Dũng,Vũ,https://images.example.com/chan-dung-mac-dinh.jpg,150.7,79.3,28.1,Không Áp Dụng,Không Áp Dụng
e646451c-9d80-42e3-a145-f18664b9564c,customer_e64645,customer_e64645@example.com,CUSTOMER,0030982380,other,True,2005-02-22,Tuấn,Lê,https://images.example.com/chan-dung-mac-dinh.jpg,169.1,68.6,22.1,Không Áp Dụng,Không Áp Dụng
3867abbb-5a62-40df-bb10-f2ebb4997323,customer_3867ab,customer_3867ab@example.com,CUSTOMER,0103405394,other,True,1998-08-30,Dũng,Võ,https://images.example.com/chan-dung-mac-dinh.jpg,181.9,93.2,22.9,Không Áp Dụng,Không Áp Dụng
53f344df-106b-42f3-8038-615796329d12,customer_53f344,customer_53f344@example.com,CUSTOMER,0574814186,male,True,1996-09-05,Lâm,Võ,https://images.example.com/chan-dung-mac-dinh.jpg,152.4,47.8,24.3,Không Áp Dụng,Không Áp Dụng
189f3a69-b9af-40c8-9007-ecb202784f88,customer_189f3a,customer_189f3a@example.com,CUSTOMER,0502327064,other,True,2005-10-22,Ngọc,Lê,https://images.example.com/chan-dung-mac-dinh.jpg,167.9,84.0,23.1,Không Áp Dụng,Không Áp Dụng
fe3e9be2-0500-4796-8db1-369975b32923,customer_fe3e9b,customer_fe3e9b@example.com,CUSTOMER,0634456494,other,True,2000-01-17,Tuấn,Đặng,https://images.example.com/chan-dung-mac-dinh.jpg,155.5,82.3,28.0,Không Áp Dụng,Không Áp Dụng
70343b01-6feb-4e79-bb9c-10a95d401c7f,customer_70343b,customer_70343b@example.com,CUSTOMER,0818729150,other,True,1998-06-04,Bình,Đặng,https://images.example.com/chan-dung-mac-dinh.jpg,146.2,67.4,22.2,Không Áp Dụng,Không Áp Dụng
c7a791b3-e189-4b7e-8325-4fe10f474ffa,customer_c7a791,customer_c7a791@example.com,CUSTOMER,0965362955,male,True,2002-07-12,Nam,Phạm,https://images.example.com/chan-dung-mac-dinh.jpg,160.2,73.0,26.6,Không Áp Dụng,Không Áp Dụng
45e03449-4593-4cae-9db0-570789f90f58,customer_45e034,customer_45e034@example.com,CUSTOMER,0963564412,male,True,1994-12-27,Phương,Huỳnh,https://images.example.com/chan-dung-mac-dinh.jpg,157.6,63.7,23.3,Không Áp Dụng,Không Áp Dụng
8c4edd08-f26a-4c88-b1ea-8a888f17a4c0,customer_8c4edd,customer_8c4edd@example.com,CUSTOMER,0030462940,other,True,2003-12-21,Nam,Phan,https://images.example.com/chan-dung-mac-dinh.jpg,179.0,47.1,28.0,Không Áp Dụng,Không Áp Dụng
661bbcff-9e5e-4874-8bc6-8f027f00e2bb,customer_661bbc,customer_661bbc@example.com,CUSTOMER,0726577812,male,True,1997-02-25,Thảo,Đặng,https://images.example.com/chan-dung-mac-dinh.jpg,188.9,79.3,25.7,Không Áp Dụng,Không Áp Dụng
30c77ab9-ae23-4fa2-9e2a-062efe2fbc86,customer_30c77a,customer_30c77a@example.com,CUSTOMER,0048394029,male,True,1999-01-02,Dũng,Đặng,https://images.example.com/chan-dung-mac-dinh.jpg,155.3,47.0,28.1,Không Áp Dụng,Không Áp Dụng
3d418d6e-303e-4dbe-9679-f1586394d254,customer_3d418d,customer_3d418d@example.com,CUSTOMER,0902301906,female,True,2001-08-03,Nam,Phạm,https://images.example.com/chan-dung-mac-dinh.jpg,166.5,65.4,22.4,Không Áp Dụng,Không Áp Dụng
af445866-2a9b-455c-b99d-8ad18dda52f5,customer_af4458,customer_af4458@example.com,CUSTOMER,0722887554,female,True,2008-02-05,Quang,Lê,https://images.example.com/chan-dung-mac-dinh.jpg,166.6,69.0,27.2,Không Áp Dụng,Không Áp Dụng
99d81b06-d638-4b8c-b927-56e6ecf0ffe0,customer_99d81b,customer_99d81b@example.com,CUSTOMER,0367342556,other,True,2003-12-28,Thành,Nguyễn,https://images.example.com/chan-dung-mac-dinh.jpg,175.1,63.5,23.4,Không Áp Dụng,Không Áp Dụng
